device,accuracy,val_accuracy,loss,val_loss,day,execute_time_seconds,evaluate_time_seconds,is_model_changed,evaluate_accuracy
0,0.77789474,0.8865546,0.5257795096071143,0.2596320435404777,0,527.1722686290741,121.03873682022096,0.0,0.8655462265014648
1,0.75789475,0.8487395,0.5884071516990662,0.3277257487177848,0,529.7633545398712,100.464537858963,1.0,0.8655462265014648
2,0.7663158,0.8697479,0.5607510690940054,0.3140955651799837,0,539.402941942215,104.52196764945984,0.0,0.8613445162773132
3,0.8115789,0.81512606,0.4590067387882032,0.3534458180268605,0,532.174370765686,100.89749431610107,0.0,0.7983193397521973
4,0.74210525,0.8235294,0.5900023096486142,0.3961154133081436,0,536.0104289054871,104.81715726852416,1.0,0.831932783126831
5,0.74526316,0.84033614,0.5588825956771248,0.4196418270468712,0,539.1013107299805,99.63241744041444,0.0,0.8361344337463379
6,0.7936842,0.8487395,0.5021054048287241,0.3575904245177905,0,531.8141798973083,102.29255938529968,0.0,0.8151260614395142
7,0.7894737,0.81512606,0.5188059225835299,0.4102169374624888,0,525.7898662090302,102.98322749137878,0.0,0.8109243512153625
8,0.76,0.83613443,0.6288982846234974,0.3295137147108714,0,533.2885782718658,103.78821015357973,1.0,0.8907563090324402
9,0.7694737,0.8193277,0.5535381401212592,0.3307569056749344,0,517.9152164459229,104.63130855560304,1.0,0.8277310729026794
10,0.7936842,0.8487395,0.498197396303478,0.3640523940324783,0,516.5153198242188,104.49205899238586,0.0,0.8277310729026794
11,0.7989474,0.77310926,0.5298740050039793,0.5046802043914795,0,519.0083572864532,102.97498655319214,1.0,0.8067227005958557
12,0.7705263,0.802521,0.5653204855793401,0.3763997246821721,0,514.1820707321167,104.0125288963318,1.0,0.831932783126831
13,0.76842105,0.81092435,0.5752481710910797,0.4292996744314829,0,523.4780924320221,106.46911406517027,1.0,0.8445377945899963
14,0.79052633,0.8235294,0.5339137228539116,0.3870466858148574,0,517.7396144866943,101.43216586112976,0.0,0.819327712059021
15,0.7957895,0.8319328,0.5071242291441089,0.3904871791601181,0,516.2694959640503,103.2838454246521,1.0,0.8571428656578064
16,0.75473684,0.8067227,0.5861665977929768,0.4525425533453623,0,517.7734661102295,103.05513095855711,1.0,0.8445377945899963
17,0.7852632,0.8487395,0.4986567849861948,0.3310672501722971,0,517.4302730560303,103.19933462142944,1.0,0.8655462265014648
18,0.7642105,0.8613445,0.5469291384596574,0.3122819125652313,0,513.9573209285736,104.8993182182312,0.0,0.8613445162773132
19,0.7694737,0.81512606,0.5408889781801324,0.4147167394558588,0,517.6855387687683,102.20354151725768,1.0,0.8151260614395142
0,0.8863157629966736,0.8865545988082886,0.2522031958165922,0.2341435487071673,1,500.3519949913025,101.46076822280884,1.0,0.894957959651947
1,0.7578947544,0.8487395048,0.5884071517,0.3277257487,1,483.5014624595642,117.7871639728546,1.0,0.8823529481887817
2,0.8736842274665833,0.8781512379646301,0.2964995454487047,0.2890345312654972,1,494.68381333351135,100.90184426307678,1.0,0.8865545988082886
3,0.8115789294,0.8151260614,0.4590067388,0.353445818,1,497.2624161243439,104.3430323600769,1.0,0.8445377945899963
4,0.8863157629966736,0.8739495873451233,0.2618333861388658,0.325453629096349,1,489.22096991539,102.76320123672484,0.0,0.8613445162773132
5,0.8989473581314087,0.8529411554336548,0.2770253278707203,0.3570168321331342,1,503.2388937473297,103.92212772369383,1.0,0.8613445162773132
6,0.7936841846,0.8487395048,0.5021054048,0.3575904245,1,493.1292459964752,101.64238095283508,1.0,0.848739504814148
7,0.7894737124,0.8151260614,0.5188059226,0.4102169375,1,494.5631544589996,102.0128436088562,1.0,0.8277310729026794
8,0.8694736957550049,0.8823529481887817,0.2913188319770913,0.2373993340258797,1,488.9194293022156,103.35246682167052,1.0,0.911764681339264
9,0.8673684000968933,0.8823529481887817,0.3228348885868725,0.2498436917861302,1,493.1991791725159,99.04850602149963,0.0,0.8613445162773132
10,0.7936841846,0.8487395048,0.4981973963,0.364052394,1,510.0213580131531,101.89351534843443,1.0,0.8697478771209717
11,0.8778947591781616,0.8025209903717041,0.3064961937226747,0.4457522332668304,1,504.5649099349976,102.10631012916564,1.0,0.8445377945899963
12,0.8631578683853149,0.8403361439704895,0.3034602869184393,0.3398636703689893,1,500.1324484348297,104.47167587280272,1.0,0.8655462265014648
13,0.8799999952316284,0.894957959651947,0.2783839983140167,0.3245580116907755,1,487.7183699607849,102.66396236419678,0.0,0.8823529481887817
14,0.8884210586547852,0.8613445162773132,0.2613899629994443,0.3334019809961319,1,504.49787402153015,102.08471941947936,1.0,0.8739495873451233
15,0.8778947591781616,0.894957959651947,0.2744969367980957,0.3065973490476608,1,499.2063145637512,102.10916996002196,0.0,0.8907563090324402
16,0.8852631449699402,0.8865545988082886,0.2838219809532165,0.2827999879916509,1,494.8578186035156,101.03839707374571,0.0,0.8739495873451233
17,0.854736864566803,0.8865545988082886,0.3301088682601326,0.243709726134936,1,494.0520918369293,103.03025555610655,0.0,0.8781512379646301
