device,accuracy,val_accuracy,loss,val_loss,day,execute_time_seconds,evaluate_time_seconds,is_model_changed,evaluate_accuracy
3,0.9284210801,0.928571403,0.1792259569,0.2468218692,9,422.7634010314941,88.56447148323059,0.0,0.8865545988082886
4,0.9010526538,0.8949579597,0.2327596809,0.2407950809,9,415.83182525634766,104.0634093284607,1.0,0.9075630307197572
5,0.9073684215545654,0.9327731132507324,0.2062979162366766,0.2328916711111863,9,418.21346044540405,86.82927417755127,0.0,0.9285714030265808
6,0.9084210396,0.8865545988,0.2279980037,0.3016548897,9,413.6544618606568,89.71580934524536,1.0,0.8991596698760986
7,0.9315789342,0.890756309,0.1787934933,0.3084711557,9,416.9537177085877,87.49452185630798,1.0,0.8991596698760986
8,0.8999999762,0.9201680422,0.2511507334,0.2069714566,9,415.0447947978973,90.5933437347412,1.0,0.9495798349380492
9,0.8789473772,0.9369747639,0.281353731,0.2173805378,9,424.68999552726746,88.78251385688782,0.0,0.9285714030265808
10,0.921052634716034,0.9075630307197572,0.2011732087637248,0.235612807671229,9,418.03817868232727,89.99837803840637,1.0,0.9159663915634156
11,0.9063158035,0.9117646813,0.2122963596,0.2708229472,9,409.7609071731568,87.22447633743286,0.0,0.9033613204956056
12,0.9210526347,0.8865545988,0.2080258704,0.2558333074,9,413.8310785293579,88.53080534934998,1.0,0.8991596698760986
13,0.917894721,0.9411764741,0.2198271093,0.2155613971,9,422.65845561027527,88.71753883361816,0.0,0.9369747638702391
14,0.9210526347,0.9075630307,0.1934800278,0.2055842665,9,424.7008972167969,86.89832043647766,0.0,0.9033613204956056
15,0.9273684025,0.928571403,0.1852414062,0.2526854624,9,414.3972017765045,89.23260521888733,1.0,0.9285714030265808
16,0.9252631664276124,0.9327731132507324,0.2059690141050439,0.1862517488499482,9,415.5148503780365,85.18578004837036,0.0,0.924369752407074
17,0.9136841893,0.9327731133,0.2425203215,0.170902543,9,421.8781795501709,90.60584115982056,0.0,0.9285714030265808
18,0.917894721,0.928571403,0.2244682977,0.1892452717,9,421.7677054405213,87.679279088974,0.0,0.9201680421829224
19,0.933684229850769,0.911764681339264,0.1727497083948631,0.2498632907867431,9,427.6116635799408,88.14194512367249,0.0,0.8739495873451233
0,0.9378947616,0.9159663916,0.1883702777,0.1837031285,10,417.6095290184021,87.33140587806702,1.0,0.924369752407074
1,0.9294736981,0.9243697524,0.172358791,0.2058654187,10,417.8022029399872,97.81356239318848,1.0,0.9369747638702391
2,0.8926315904,0.9033613205,0.2494346262,0.2640512008,10,416.3242630958557,88.41381311416626,1.0,0.9201680421829224
3,0.9284210801,0.928571403,0.1792259569,0.2468218692,10,422.3371951580048,89.56235647201538,0.0,0.8865545988082886
4,0.9010526538,0.8949579597,0.2327596809,0.2407950809,10,418.0685164928436,90.64155292510986,1.0,0.9075630307197572
5,0.9073684216,0.9327731133,0.2062979162,0.2328916711,10,427.4089343547821,87.37766146659851,0.0,0.9285714030265808
6,0.9084210396,0.8865545988,0.2279980037,0.3016548897,10,414.606981754303,87.4063732624054,1.0,0.8991596698760986
7,0.9315789342,0.890756309,0.1787934933,0.3084711557,10,417.455374956131,86.77229189872742,1.0,0.8991596698760986
8,0.8999999762,0.9201680422,0.2511507334,0.2069714566,10,412.9492394924164,86.72410106658936,1.0,0.9495798349380492
9,0.8789473772,0.9369747639,0.281353731,0.2173805378,10,426.7357039451599,87.47710227966309,0.0,0.9327731132507324
10,0.9210526347,0.9075630307,0.2011732088,0.2356128077,10,413.4967017173767,86.25288510322571,1.0,0.9159663915634156
11,0.9063158035,0.9117646813,0.2122963596,0.2708229472,10,415.4660573005676,85.50735139846802,0.0,0.9033613204956056
12,0.9210526347,0.8865545988,0.2080258704,0.2558333074,10,415.6339569091797,86.62212681770325,1.0,0.9033613204956056
13,0.917894721,0.9411764741,0.2198271093,0.2155613971,10,421.5390748977661,86.5266044139862,0.0,0.9369747638702391
14,0.9210526347,0.9075630307,0.1934800278,0.2055842665,10,421.5781326293945,85.15243792533875,0.0,0.9033613204956056
15,0.9273684025,0.928571403,0.1852414062,0.2526854624,10,415.7754533290863,87.40863037109375,1.0,0.9327731132507324
