device,accuracy,val_accuracy,loss,val_loss,day,execute_time_seconds,evaluate_time_seconds,is_model_changed,evaluate_accuracy
0,0.77157897,0.84033614,0.6066530670617756,0.3206411466002464,0,522.9985480308533,94.64154529571532,1.0,0.8529411554336548
1,0.77157897,0.78571427,0.5395754485067569,0.4137739439805348,0,479.7468831539154,101.10779523849487,1.0,0.8403361439704895
2,0.8136842,0.8613445,0.4824906899427112,0.3064508939782778,0,466.40761375427246,99.63568353652954,0.0,0.8529411554336548
3,0.75473684,0.789916,0.5533017307833621,0.4108115077018738,0,464.1237094402313,97.5147967338562,1.0,0.7983193397521973
4,0.74421054,0.81092435,0.6313215280833997,0.4276887913544973,0,468.8305487632752,96.37585496902466,1.0,0.8235294222831726
5,0.7263158,0.8067227,0.6161101788596103,0.4072042375802994,0,470.3827569484711,95.42472815513612,1.0,0.831932783126831
6,0.8115789,0.79831934,0.4858156666002775,0.5568264037370682,0,473.2861762046814,94.74165225028992,1.0,0.8025209903717041
7,0.7663158,0.7773109,0.6220739941847951,0.507653413216273,0,477.3953902721405,95.71798133850098,1.0,0.7899159789085388
8,0.7757895,0.8739496,0.6297095091719377,0.2737683961788813,0,481.5217988491058,99.47746515274048,1.0,0.8739495873451233
9,0.7726316,0.789916,0.5654415312566256,0.3957688947518666,0,482.48525953292847,96.95357608795166,1.0,0.8277310729026794
0,0.8726315498352051,0.894957959651947,0.2961151623412182,0.2529854657749334,1,457.4948661327362,94.85528945922852,0.0,0.894957959651947
1,0.8694736957550049,0.894957959651947,0.2896305672118538,0.2630135531226794,1,458.0809185504913,94.18699026107788,0.0,0.8781512379646301
2,0.8778947591781616,0.8739495873451233,0.2886198744648381,0.2955650505920251,1,466.99993801116943,104.5009138584137,1.0,0.8865545988082886
3,0.7547368407,0.7899159789,0.5533017308,0.4108115077,1,450.69723296165466,96.16437983512878,1.0,0.848739504814148
4,0.8684210777282715,0.8655462265014648,0.3020106890013343,0.3265515640377998,1,451.8024363517761,98.62855100631714,0.0,0.8571428656578064
5,0.8842105269432068,0.8613445162773132,0.2939177914669639,0.3378076324860254,1,451.52127289772034,92.67098760604858,0.0,0.8529411554336548
6,0.8884210586547852,0.8277310729026794,0.2893314477644468,0.3811865081389745,1,449.7733318805695,94.74288630485536,1.0,0.8571428656578064
7,0.8610526323318481,0.7983193397521973,0.3120836030495794,0.4782031198342641,1,450.7832117080689,95.21416664123537,1.0,0.8235294222831726
8,0.8705263137817383,0.924369752407074,0.2987312129924171,0.189501812805732,1,452.9585046768189,98.41021490097046,0.0,0.9033613204956056
9,0.8947368264198303,0.8529411554336548,0.2587313718858518,0.311928375562032,1,451.0170159339905,93.73060631752014,1.0,0.8823529481887817
0,0.8726315498,0.8949579597,0.2961151623,0.2529854658,2,459.8747193813324,104.67587542533876,0.0,0.894957959651947
1,0.8694736958,0.8949579597,0.2896305672,0.2630135531,2,457.417515039444,95.23146891593932,0.0,0.8865545988082886
2,0.8978947401046753,0.8739495873451233,0.2584110151152862,0.2655425126353899,2,446.9224350452423,96.37599062919617,1.0,0.8907563090324402
3,0.8947368264198303,0.8613445162773132,0.2514554356273852,0.3017728865146637,2,445.9641361236572,94.63505482673644,0.0,0.8403361439704895
4,0.8684210777,0.8655462265,0.302010689,0.326551564,2,456.9141676425934,100.32207584381104,1.0,0.8655462265014648
5,0.8842105269,0.8613445163,0.2939177915,0.3378076325,2,457.7602963447571,95.64348649978638,1.0,0.8697478771209717
6,0.8884210587,0.8277310729,0.2893314478,0.3811865081,2,448.45262145996094,95.7872908115387,1.0,0.8655462265014648
7,0.8989473581314087,0.8109243512153625,0.2453014288764251,0.4414098610480626,2,448.6944041252136,95.7001051902771,1.0,0.8361344337463379
