device,accuracy,val_accuracy,loss,val_loss,day,execute_time_seconds,evaluate_time_seconds,is_model_changed,evaluate_accuracy
4,0.9231578707695008,0.8907563090324402,0.2092033646765508,0.2550327484806379,6,448.8175735473633,97.93998289108276,1.0,0.9075630307197572
0,0.9052631855010986,0.911764681339264,0.2307656394768702,0.1844330117106437,7,447.347058057785,106.35562562942503,0.0,0.9075630307197572
1,0.9252631664276124,0.9075630307197572,0.2042726312656151,0.2568089365959167,7,448.3929078578949,108.32754564285278,1.0,0.9369747638702391
2,0.9042105079,0.9075630307,0.2499292657,0.200525863,7,442.5793855190277,106.578209400177,1.0,0.9201680421829224
3,0.9210526347,0.8991596699,0.1807980872,0.249688287,7,451.6914603710175,102.73169326782228,0.0,0.8907563090324402
4,0.9168421030044556,0.8991596698760986,0.2236194212813126,0.2424192726612091,7,468.384444475174,106.27298474311829,1.0,0.9075630307197572
0,0.9052631855,0.9117646813,0.2307656395,0.1844330117,8,503.99787497520447,107.64979577064514,0.0,0.9033613204956056
1,0.9200000166893004,0.911764681339264,0.2122761541918704,0.2550675677756468,8,498.8258776664734,107.15330481529236,1.0,0.9327731132507324
2,0.9042105079,0.9075630307,0.2499292657,0.200525863,8,494.17923951148987,106.9115617275238,1.0,0.9159663915634156
3,0.9210526347,0.8991596699,0.1807980872,0.249688287,8,505.6246538162232,103.29792642593384,0.0,0.8823529481887817
4,0.916842103,0.8991596699,0.2236194213,0.2424192727,8,495.9040956497192,108.343035697937,1.0,0.911764681339264
0,0.9052631855,0.9117646813,0.2307656395,0.1844330117,9,509.9774925708771,108.28322005271912,1.0,0.911764681339264
1,0.9357894659042358,0.9201680421829224,0.156098303512523,0.2019233558326959,9,502.2678565979004,109.10131788253784,1.0,0.9327731132507324
2,0.930526316165924,0.911764681339264,0.1894943780177518,0.2255591412385304,9,501.1678812503815,106.46013641357422,1.0,0.9159663915634156
3,0.9210526347,0.8991596699,0.1807980872,0.249688287,9,510.78105449676514,106.65966320037842,0.0,0.8907563090324402
4,0.9231578707695008,0.911764681339264,0.169763585376112,0.2350772380828857,9,503.758264541626,104.92527723312378,1.0,0.911764681339264
0,0.9052631855,0.9117646813,0.2307656395,0.1844330117,10,502.0602459907532,100.27572917938232,1.0,0.924369752407074
1,0.9442105293273926,0.9327731132507324,0.1525254692372523,0.2252227370937665,10,461.5279123783112,95.6504292488098,1.0,0.9411764740943908
2,0.9305263162,0.9117646813,0.189494378,0.2255591412,10,445.1183018684387,96.32210159301758,1.0,0.9327731132507324
3,0.9210526347,0.8991596699,0.1807980872,0.249688287,10,456.0046198368073,94.7079770565033,1.0,0.9033613204956056
4,0.9263157844543456,0.911764681339264,0.1799285356621993,0.2145830318331718,10,453.0173993110657,97.20140075683594,1.0,0.9159663915634156
0,0.9052631855,0.9117646813,0.2307656395,0.1844330117,11,448.38897347450256,100.3980131149292,1.0,0.924369752407074
1,0.9442105293,0.9327731133,0.1525254692,0.2252227371,11,450.8565585613251,93.74647736549376,1.0,0.9411764740943908
2,0.9305263162,0.9117646813,0.189494378,0.2255591412,11,450.52236890792847,94.89160013198853,1.0,0.9327731132507324
3,0.9210526347,0.8991596699,0.1807980872,0.249688287,11,448.5395958423615,98.01371598243712,1.0,0.9033613204956056
4,0.9263157845,0.9117646813,0.1799285357,0.2145830318,11,448.24000549316406,97.4041907787323,1.0,0.9159663915634156
0,0.9052631855,0.9117646813,0.2307656395,0.1844330117,12,447.5185854434967,95.86626601219176,1.0,0.9285714030265808
1,0.9252631664276124,0.9453781247138976,0.1791843764876064,0.1830951151748498,12,449.6485557556152,100.5149748325348,0.0,0.9411764740943908
2,0.9305263162,0.9117646813,0.189494378,0.2255591412,12,446.0386309623718,97.24167799949646,1.0,0.9327731132507324
3,0.9442105293273926,0.9033613204956056,0.1432930633896275,0.2522987492382526,12,450.720050573349,96.62773752212524,1.0,0.9075630307197572
4,0.9263157845,0.9117646813,0.1799285357,0.2145830318,12,448.2904348373413,97.42772793769836,1.0,0.924369752407074
0,0.9052631855,0.9117646813,0.2307656395,0.1844330117,13,448.5353310108185,96.5431034564972,1.0,0.9201680421829224
1,0.9252631664,0.9453781247,0.1791843765,0.1830951152,13,461.7787547111511,101.27243995666504,0.0,0.9369747638702391
2,0.9168421030044556,0.9201680421829224,0.2087227322396479,0.1982253164052963,13,453.27800464630127,98.96340274810792,1.0,0.9369747638702391
3,0.9442105293,0.9033613205,0.1432930634,0.2522987492,13,447.2435255050659,96.91503715515135,0.0,0.8991596698760986
4,0.9231578707695008,0.9159663915634156,0.1861125007114912,0.2293174610783656,13,452.7646863460541,96.56933403015135,1.0,0.9285714030265808
0,0.9273684024810792,0.9285714030265808,0.1707074095700916,0.1764803677797317,14,455.0629000663757,100.3988094329834,0.0,0.9201680421829224
1,0.9252631664,0.9453781247,0.1791843765,0.1830951152,14,465.4472990036011,95.84785604476929,0.0,0.9411764740943909
2,0.916842103,0.9201680422,0.2087227322,0.1982253164,14,453.2075090408325,97.4776041507721,1.0,0.9369747638702393
3,0.9442105293,0.9033613205,0.1432930634,0.2522987492,14,450.09926772117615,98.70128083229065,1.0,0.9117646813392639
4,0.9231578708,0.9159663916,0.1861125007,0.2293174611,14,453.7780485153198,97.29813885688782,1.0,0.9285714030265808
